Name	Source	function
Sobic.001G062700	defLine	similar to Putative uncharacterized protein
Sobic.001G062800	defLine	similar to Putative uncharacterized protein
Sobic.001G062900	defLine	similar to Putative glutamate carboxypeptidase
Sobic.001G063000	defLine	similar to PrMC3, putative, expressed
Sobic.001G063100	defLine	similar to Putative uncharacterized protein OSJNBa0087O09.6
Sobic.001G063200	defLine	similar to Putative uncharacterized protein
Sobic.001G063300	defLine	similar to Putative uncharacterized protein
Sobic.001G063400	defLine	similar to Putative RING zinc finger protein
Sobic.001G063500	defLine	similar to Expressed protein
Sobic.001G063600	defLine	similar to Putative uncharacterized protein
Sobic.001G063700	defLine	weakly similar to Expressed protein
Sobic.001G063800	defLine	similar to Putative uncharacterized protein
Sobic.001G063900	defLine	similar to Putative C3HC4 type RING zinc finger protein
Sobic.001G064000	defLine	Predicted protein
Sobic.001G064500	defLine	similar to J-domain protein
Sobic.001G064600	defLine	similar to IQ calmodulin-binding motif family protein, expressed
Sobic.001G064900	defLine	similar to SNARE protein
Sobic.001G065100	defLine	similar to Cullin-4B, putative, expressed
Sobic.001G065200	defLine	similar to Expressed protein
Sobic.001G065300	defLine	similar to Putative DNA-binding protein
Sobic.001G065500	defLine	similar to Expressed protein
Sobic.001G065600	defLine	similar to Putative glycolate oxidase (Os07g0152900 protein) (Putative (S)-2- hydroxy-acid oxidase)
Sobic.001G065800	defLine	similar to Glutathione transferase
Sobic.001G065900	defLine	similar to Glutathione transferase
Sobic.001G066000	defLine	similar to Glutathione-S-transferase
Sobic.001G066100	defLine	similar to TCP family transcription factor containing protein, expressed
Sobic.001G066300	defLine	similar to LEM3 family/CDC50 family protein, expressed
Sobic.001G066700	defLine	similar to Expressed protein
Sobic.001G066900	defLine	similar to Putative mannan endo-1,4-beta-mannosidase 5 precursor
Sobic.001G067000	defLine	similar to Cell differentiation protein rcd1, putative, expressed
Sobic.001G067100	defLine	similar to Ferredoxin--NADP reductase, root isozyme, chloroplast precursor
Sobic.001G067200	defLine	similar to Expressed protein
Sobic.001G067300	defLine	similar to Histidinol dehydrogenase, chloroplast precursor
Sobic.001G067400	defLine	similar to Os03g0784300 protein
Sobic.001G067500	defLine	similar to Os03g0784100 protein
Sobic.001G067601	defLine	similar to Os04g0295000 protein
Sobic.001G067800	defLine	similar to Putative uncharacterized protein
Sobic.001G068700	defLine	similar to Putative uncharacterized protein
Sobic.001G068800	defLine	weakly similar to Expressed protein
Sobic.001G069200	defLine	weakly similar to Putative uncharacterized protein OSJNBa0091J19.23
Sobic.001G069400	defLine	weakly similar to Tyrosine specific protein phosphatase-like
Sobic.001G069500	defLine	similar to Putative uncharacterized protein
Sobic.001G069700	defLine	similar to Putative uncharacterized protein
Sobic.001G069800	defLine	similar to Tubulin beta-2/beta-3 chain
Sobic.001G069900	defLine	similar to Chromosome chr19 scaffold_126, whole genome shotgun sequence
Sobic.001G070100	defLine	similar to Putative uncharacterized protein
Sobic.001G070300	defLine	similar to Os03g0778400 protein
Sobic.001G070500	defLine	similar to Photosystem I reaction center subunit III, chloroplast precursor
Sobic.001G070600	defLine	similar to Os03g0777700 protein
Sobic.001G070700	defLine	similar to Os03g0777600 protein
Sobic.001G070800	defLine	similar to Putative uncharacterized protein
Sobic.001G070900	defLine	weakly similar to Putative uncharacterized protein
Sobic.001G071000	defLine	similar to Putative uncharacterized protein
Sobic.001G071100	defLine	similar to DNAJ protein, putative, expressed
Sobic.001G071300	defLine	similar to Putative uncharacterized protein
Sobic.001G071400	defLine	similar to Protein HIRA
Sobic.001G071500	defLine	Predicted protein
Sobic.001G071600	defLine	Predicted protein
Sobic.001G071700	defLine	similar to Protein kinase domain containing protein, expressed
Sobic.001G071800	defLine	similar to Glucose-6-phosphate isomerase, cytosolic
Sobic.001G072000	defLine	similar to Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial precursor
Sobic.001G072100	defLine	Predicted protein
Sobic.001G072300	defLine	similar to Putative uncharacterized protein
Sobic.001G072500	defLine	similar to Os01g0916800 protein
Sobic.001G072600	defLine	weakly similar to Putative uncharacterized protein
Sobic.001G072700	defLine	similar to Dehydrogenase, putative, expressed
Sobic.001G072800	defLine	similar to Putative uncharacterized protein
Sobic.001G073000	defLine	similar to Dolichol-phosphate mannosyltransferase-like
Sobic.001G073300	defLine	similar to Putative uncharacterized protein
Sobic.001G073400	defLine	similar to Os03g0774400 protein
Sobic.001G073500	defLine	similar to Putative uncharacterized protein
Sobic.001G073600	defLine	similar to Putative NADH dehydrogenase
Sobic.001G073700	defLine	similar to Tubulin alpha-3 chain
Sobic.001G073800	defLine	similar to Putative uncharacterized protein
Sobic.001G074000	defLine	similar to Putative uncharacterized protein
Sobic.001G074100	defLine	similar to Kinesin motor domain containing protein, expressed
Sobic.001G074200	defLine	similar to Wound and phytochrome signaling involved receptor like kinase
Sobic.001G074400	defLine	similar to Putative uncharacterized protein
Sobic.001G074601	defLine	Predicted protein
Sobic.001G074700	defLine	similar to Putative cytochrome c oxidase subunit VIa
Sobic.001G074800	defLine	similar to Putative receptor-type protein kinase LRK1
Sobic.001G074900	defLine	similar to OSIGBa0125M19.6 protein
Sobic.001G075000	defLine	similar to Lectin receptor kinase 7, putative, expressed
Sobic.001G075101	defLine	similar to Knotted 1
Sobic.001G075300	defLine	similar to P-type R2R3 Myb proteind
Sobic.001G075400	defLine	similar to Expressed protein
Sobic.001G075600	defLine	similar to Putative uncharacterized protein
Sobic.001G075700	defLine	similar to AP2 domain containing protein, expressed
Sobic.001G075900	defLine	similar to Putative transcription factor
Sobic.001G076100	defLine	similar to Expressed protein
Sobic.001G076200	defLine	similar to Putative uncharacterized protein
Sobic.001G076300	defLine	similar to Putative uncharacterized protein
Sobic.001G076400	defLine	similar to Expressed protein
Sobic.001G076500	defLine	similar to 9S ribosomal protein
Sobic.001G076600	defLine	similar to Putative uncharacterized protein
Sobic.001G076700	defLine	similar to Os03g0769000 protein
Sobic.001G076800	defLine	weakly similar to Putative uncharacterized protein OSJNBa0057M23.132
Sobic.001G076900	defLine	similar to Integral membrane protein, putative, expressed
Sobic.001G077000	defLine	similar to Cold acclimation protein COR413-PM1
Sobic.001G077100	defLine	similar to Putative uncharacterized protein
Sobic.001G077200	defLine	similar to Transposon protein, putative, Mutator sub-class, expressed
Sobic.001G077300	defLine	similar to Putative thioredoxin
Sobic.001G077400	defLine	similar to Cytochrome P450 74A1, chloroplast precursor
Sobic.001G077800	defLine	similar to Myb-like DNA-binding domain, SHAQKYF class family protein, expressed
Sobic.001G077900	defLine	similar to Os03g0766000 protein
Sobic.001G078000	defLine	similar to Putative uncharacterized protein
Sobic.001G078100	defLine	similar to Expressed protein
Sobic.001G078200	defLine	similar to Putative uncharacterized protein
Sobic.001G078400	defLine	similar to Signal peptidase I family protein, expressed
Sobic.001G078500	defLine	similar to Os03g0765100 protein
Sobic.001G078600	defLine	similar to Putative aurora-related kinase
Sobic.001G078700	defLine	similar to Dof domain, zinc finger family protein, expressed
Sobic.001G078800	defLine	similar to Serine/threonine-protein kinase SAPK8
Sobic.001G078900	defLine	similar to Putative Myb-like DNA-binding protein
Sobic.001G079100	defLine	similar to SWIB complex BAF60b domain-containing protein, putative, expressed
Sobic.001G079200	defLine	similar to Protein kinase domain containing protein, expressed
Sobic.001G079300	defLine	weakly similar to Putative uncharacterized protein
Sobic.001G079500	defLine	similar to Zinc finger transcription factor ZF1
Sobic.001G079600	defLine	similar to Putative uncharacterized protein
Sobic.001G080000	defLine	similar to Os03g0762700 protein
Sobic.001G080100	defLine	similar to Putative uncharacterized protein OSJNBa0002J24.5
Sobic.001G080200	defLine	similar to Putative uncharacterized protein
Sobic.001G080300	defLine	similar to Peroxidase 51, putative, expressed
Sobic.001G080600	defLine	similar to Expressed protein
Sobic.001G080700	defLine	similar to Putative uncharacterized protein
Sobic.001G080800	defLine	similar to Putative uncharacterized protein
Sobic.001G080900	defLine	similar to Putative uncharacterized protein
Sobic.001G081000	defLine	similar to Putative uncharacterized protein
Sobic.001G081200	defLine	similar to Putative uncharacterized protein
Sobic.001G081300	defLine	similar to Putative uncharacterized protein
Sobic.001G081600	defLine	similar to BTH-induced protein phosphatase 2C 2 K2 form
Sobic.001G081700	defLine	similar to Putative uncharacterized protein
Sobic.001G081800	defLine	similar to Giberellin regulated family protein
Sobic.001G081900	defLine	similar to Chromosome chr1 scaffold_5, whole genome shotgun sequence
Sobic.001G082000	defLine	similar to Zinc finger (ZPR1 type) family protein
Sobic.001G082100	defLine	similar to Putative uncharacterized protein OSJNBb0048A17.5
Sobic.001G082200	defLine	similar to P450
Sobic.001G082300	defLine	similar to P450
Sobic.001G082400	defLine	similar to P450
Sobic.001G082600	defLine	similar to Putative uncharacterized protein
Sobic.001G082700	defLine	similar to Protein kinase family protein, putative, expressed
Sobic.001G082800	defLine	similar to Origin recognition complex subunit 5, putative, expressed
Sobic.001G082900	defLine	similar to Putative uncharacterized protein
Sobic.001G083000	defLine	similar to WRKY11
Sobic.001G083100	defLine	similar to Putative uncharacterized protein OSJNBa0040E01.11
Sobic.001G083200	defLine	similar to Eukaryotic translation initiation factor 5A
Sobic.001G083400	defLine	similar to Expressed protein
Sobic.001G083500	defLine	similar to Putative uncharacterized protein
Sobic.001G083600	defLine	similar to Putative ankyrin
Sobic.001G083800	defLine	similar to Os03g0758300 protein
Sobic.001G083900	defLine	similar to Alpha 1,4-glucan phosphorylase L isozyme
Sobic.001G084000	defLine	similar to Putative DNA binding protein
Sobic.001G084100	defLine	similar to UDP-glucose 6-dehydrogenase
Sobic.001G084300	defLine	similar to Putative glucosyl transferase
Sobic.001G084400	defLine	similar to Putative glucosyl transferase
Sobic.001G084500	defLine	similar to Putative glucosyl transferase
Sobic.001G084600	defLine	similar to Putative glucosyl transferase
Sobic.001G084700	defLine	similar to Putative glucosyl transferase
Sobic.001G084900	defLine	similar to UPF0139 protein, putative, expressed
Sobic.001G085100	defLine	similar to Expressed protein
Sobic.001G085300	defLine	similar to Putative receptor-like protein kinase
Sobic.001G085400	defLine	similar to Ribosomal protein L13a
Sobic.001G085600	defLine	similar to Putative ABC-transporter-like protein
Sobic.001G085700	defLine	similar to Putative serine/ threonine kinase
Sobic.001G085800	defLine	similar to Putative cleavage stimulation factor subunit 1
Sobic.001G086000	defLine	similar to Phytochelatin synthetase-like protein 1
Sobic.001G086200	defLine	similar to Brittle stalk-2-like protein 4
Sobic.001G086300	defLine	similar to Cytochrome b5
Sobic.001G086400	defLine	similar to M31 protein
Sobic.001G086500	defLine	similar to M4 protein
Sobic.001G086600	defLine	weakly similar to Putative uncharacterized protein OJ1112_G08.12
Sobic.001G086700	defLine	Predicted protein
Sobic.001G086800	defLine	similar to Cysteine proteinase precursor
Sobic.001G086900	defLine	similar to Putative uncharacterized protein
Sobic.001G087000	defLine	similar to Putative topoisomerase VI subunit A
Sobic.001G087100	defLine	similar to Phytochrome C
Sobic.001G087400	defLine	similar to Expressed protein
Sobic.001G087700	defLine	similar to Putative uncharacterized protein
Sobic.001G088000	defLine	similar to Putative uncharacterized protein OSJNBa0047E24.20
Sobic.001G088100	defLine	similar to Histone acetyltransferase complex component
Sobic.001G088200	defLine	similar to Os03g0750700 protein
Sobic.001G088500	defLine	similar to Expressed protein
Sobic.001G088600	defLine	similar to Putative stress-related protein
Sobic.001G088800	defLine	similar to Expressed protein
Sobic.001G088900	defLine	similar to Tousled-like kinase 2
Sobic.001G089000	defLine	similar to Exhydrolase II
Sobic.001G089100	defLine	similar to Exoglucanase precursor
Sobic.001G089300	defLine	similar to Beta-glucanase
Sobic.001G089400	defLine	similar to Chromosome chr7 scaffold_31, whole genome shotgun sequence
Sobic.001G089500	defLine	similar to RNA recognition motif family protein, expressed
Sobic.001G089600	defLine	similar to Helicase associated domain family protein, expressed
Sobic.001G090000	defLine	similar to Expressed protein
Sobic.001G090100	defLine	similar to SRPK4
Sobic.001G090200	defLine	similar to Aldose 1-epimerase family protein, expressed
Sobic.001G090300	defLine	similar to OSIGBa0076I14.10 protein
Sobic.001G090400	defLine	similar to PHD-finger family protein, expressed
Sobic.001G090500	defLine	similar to YT521-B-like family protein, expressed
Sobic.001G090600	defLine	similar to Myosin heavy chain class XI E1 protein
Sobic.001G090700	defLine	similar to Expressed protein
Sobic.001G090800	defLine	similar to Putative uncharacterized protein
Sobic.001G091000	defLine	similar to Os03g0747400 protein
Sobic.001G091400	defLine	similar to Expressed protein
Sobic.001G091500	defLine	similar to Putative uncharacterized protein
Sobic.001G091600	defLine	similar to Putative uncharacterized protein
Sobic.001G091801	defLine	similar to Ribosomal protein S27
